;alue;vuosi;tiedot;value
436;kaupms;2011;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,075550165
437;kaupms;2012;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,065387816
438;kaupms;2013;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,062799593
439;kaupms;2014;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,065746316
440;kaupms;2015;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,071222329
441;ms;2006;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,101435291
442;ms;2007;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,103195579
443;ms;2008;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,094789082
444;ms;2009;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,080144311
445;ms;2010;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,103436019
446;ms;2011;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,090199787
447;ms;2012;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,097058824
448;ms;2013;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,082330589
449;ms;2014;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,094044697
450;ms;2015;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,095570192
451;pk;2006;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,199544437
452;pk;2007;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,202854032
453;pk;2008;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,180462369
454;pk;2009;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,148688987
455;pk;2010;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,179712522
456;pk;2011;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,169331449
457;pk;2012;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,154565397
458;pk;2013;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,152466701
459;pk;2014;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,142898259
460;pk;2015;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,146730569
461;tk_keskus;2006;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,123101486
462;tk_keskus;2007;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,12255346
463;tk_keskus;2008;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,108335706
464;tk_keskus;2009;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,090662485
465;tk_keskus;2010;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,119860796
466;tk_keskus;2011;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,116702231
467;tk_keskus;2012;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,104425837
468;tk_keskus;2013;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,100891678
469;tk_keskus;2014;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,108100281
470;tk_keskus;2015;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,105100589
471;ydinms;2006;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,096687556
472;ydinms;2007;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,101367799
473;ydinms;2008;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,088694909
474;ydinms;2009;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,075296973
475;ydinms;2010;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,093169962
476;ydinms;2011;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,090711856
477;ydinms;2012;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,084229064
478;ydinms;2013;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,079759314
479;ydinms;2014;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,084133841
480;ydinms;2015;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,080624017
481;yo-kaup;2006;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,13562315
482;yo-kaup;2007;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,13830865
483;yo-kaup;2008;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,128130034
484;yo-kaup;2009;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,103824018
485;yo-kaup;2010;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,128970394
486;yo-kaup;2011;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,126655573
487;yo-kaup;2012;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,117697986
488;yo-kaup;2013;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,109203392
489;yo-kaup;2014;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,106473693
490;yo-kaup;2015;tulomuuttaessa_tyollistyvia_osuus_tulomuuttajista;0,108804534
491;kaup;2006;tulomuuttoja;31108
492;kaup;2007;tulomuuttoja;32563
493;kaup;2008;tulomuuttoja;30131
494;kaup;2009;tulomuuttoja;28823
495;kaup;2010;tulomuuttoja;30212
496;kaup;2011;tulomuuttoja;29905
497;kaup;2012;tulomuuttoja;30234
498;kaup;2013;tulomuuttoja;28954
499;kaup;2014;tulomuuttoja;28703
500;kaup;2015;tulomuuttoja;29715
501;kaupms;2006;tulomuuttoja;24630
502;kaupms;2007;tulomuuttoja;25221
503;kaupms;2008;tulomuuttoja;22710
504;kaupms;2009;tulomuuttoja;22113
505;kaupms;2010;tulomuuttoja;22233
506;kaupms;2011;tulomuuttoja;23084
507;kaupms;2012;tulomuuttoja;22833
508;kaupms;2013;tulomuuttoja;20653
509;kaupms;2014;tulomuuttoja;20427
510;kaupms;2015;tulomuuttoja;20780
511;ms;2006;tulomuuttoja;8291
512;ms;2007;tulomuuttoja;8324
513;ms;2008;tulomuuttoja;8060
514;ms;2009;tulomuuttoja;7761
515;ms;2010;tulomuuttoja;8440
516;ms;2011;tulomuuttoja;8459
517;ms;2012;tulomuuttoja;8160
518;ms;2013;tulomuuttoja;7895
519;ms;2014;tulomuuttoja;7741
520;ms;2015;tulomuuttoja;7743
521;pk;2006;tulomuuttoja;25463
522;pk;2007;tulomuuttoja;25718
523;pk;2008;tulomuuttoja;27424
524;pk;2009;tulomuuttoja;24790
525;pk;2010;tulomuuttoja;25602
526;pk;2011;tulomuuttoja;26894
527;pk;2012;tulomuuttoja;27807
528;pk;2013;tulomuuttoja;26878
529;pk;2014;tulomuuttoja;27796
530;pk;2015;tulomuuttoja;29837
531;tk_keskus;2006;tulomuuttoja;24427
532;tk_keskus;2007;tulomuuttoja;25393
533;tk_keskus;2008;tulomuuttoja;24581
534;tk_keskus;2009;tulomuuttoja;23593
535;tk_keskus;2010;tulomuuttoja;24712
536;tk_keskus;2011;tulomuuttoja;25775
537;tk_keskus;2012;tulomuuttoja;25080
538;tk_keskus;2013;tulomuuttoja;24224
539;tk_keskus;2014;tulomuuttoja;24172
540;tk_keskus;2015;tulomuuttoja;24605
541;ydinms;2006;tulomuuttoja;16755
542;ydinms;2007;tulomuuttoja;17254
543;ydinms;2008;tulomuuttoja;16382
544;ydinms;2009;tulomuuttoja;15658
545;ydinms;2010;tulomuuttoja;16486
546;ydinms;2011;tulomuuttoja;17054
547;ydinms;2012;tulomuuttoja;16467
548;ydinms;2013;tulomuuttoja;15622
549;ydinms;2014;tulomuuttoja;15511
550;ydinms;2015;tulomuuttoja;15256
551;yo-kaup;2006;tulomuuttoja;40207
552;yo-kaup;2007;tulomuuttoja;41458
553;yo-kaup;2008;tulomuuttoja;40974
554;yo-kaup;2009;tulomuuttoja;39095
555;yo-kaup;2010;tulomuuttoja;41715
556;yo-kaup;2011;tulomuuttoja;43867
557;yo-kaup;2012;tulomuuttoja;43892
558;yo-kaup;2013;tulomuuttoja;43158
559;yo-kaup;2014;tulomuuttoja;43391
560;yo-kaup;2015;tulomuuttoja;45522
561;kaup;2006;tulomuuttoja_osuus_asukkaista;0,042262687
562;kaup;2007;tulomuuttoja_osuus_asukkaista;0,043737198
563;kaup;2008;tulomuuttoja_osuus_asukkaista;0,040058923
564;kaup;2009;tulomuuttoja_osuus_asukkaista;0,03802311
565;kaup;2010;tulomuuttoja_osuus_asukkaista;0,039553407
566;kaup;2011;tulomuuttoja_osuus_asukkaista;0,038921571
567;kaup;2012;tulomuuttoja_osuus_asukkaista;0,039132393
568;kaup;2013;tulomuuttoja_osuus_asukkaista;0,037241165
569;kaup;2014;tulomuuttoja_osuus_asukkaista;0,036754848
570;kaup;2015;tulomuuttoja_osuus_asukkaista;0,037887626
571;kaupms;2006;tulomuuttoja_osuus_asukkaista;0,048200175
572;kaupms;2007;tulomuuttoja_osuus_asukkaista;0,048772045
573;kaupms;2008;tulomuuttoja_osuus_asukkaista;0,043693411
574;kaupms;2009;tulomuuttoja_osuus_asukkaista;0,042136694
575;kaupms;2010;tulomuuttoja_osuus_asukkaista;0,0421003
576;kaupms;2011;tulomuuttoja_osuus_asukkaista;0,04343809
577;kaupms;2012;tulomuuttoja_osuus_asukkaista;0,042722825
578;kaupms;2013;tulomuuttoja_osuus_asukkaista;0,038505208
579;kaupms;2014;tulomuuttoja_osuus_asukkaista;0,037977719
580;kaupms;2015;tulomuuttoja_osuus_asukkaista;0,038544366
581;ms;2006;tulomuuttoja_osuus_asukkaista;0,024724013
582;ms;2007;tulomuuttoja_osuus_asukkaista;0,025145605
583;ms;2008;tulomuuttoja_osuus_asukkaista;0,024657744
584;ms;2009;tulomuuttoja_osuus_asukkaista;0,024010024
585;ms;2010;tulomuuttoja_osuus_asukkaista;0,026360502
586;ms;2011;tulomuuttoja_osuus_asukkaista;0,026729316
587;ms;2012;tulomuuttoja_osuus_asukkaista;0,02609338
588;ms;2013;tulomuuttoja_osuus_asukkaista;0,025522987
589;ms;2014;tulomuuttoja_osuus_asukkaista;0,025320058
590;ms;2015;tulomuuttoja_osuus_asukkaista;0,025676397
591;pk;2006;tulomuuttoja_osuus_asukkaista;0,026282027
592;pk;2007;tulomuuttoja_osuus_asukkaista;0,026320718
593;pk;2008;tulomuuttoja_osuus_asukkaista;0,027701878
594;pk;2009;tulomuuttoja_osuus_asukkaista;0,024720141
595;pk;2010;tulomuuttoja_osuus_asukkaista;0,025239361
596;pk;2011;tulomuuttoja_osuus_asukkaista;0,026194043
597;pk;2012;tulomuuttoja_osuus_asukkaista;0,026706967
598;pk;2013;tulomuuttoja_osuus_asukkaista;0,025453037
599;pk;2014;tulomuuttoja_osuus_asukkaista;0,02594239
600;pk;2015;tulomuuttoja_osuus_asukkaista;0,027425856
601;tk_keskus;2006;tulomuuttoja_osuus_asukkaista;0,026759755
602;tk_keskus;2007;tulomuuttoja_osuus_asukkaista;0,027844392
603;tk_keskus;2008;tulomuuttoja_osuus_asukkaista;0,026953324
604;tk_keskus;2009;tulomuuttoja_osuus_asukkaista;0,025855314
605;tk_keskus;2010;tulomuuttoja_osuus_asukkaista;0,027051524
606;tk_keskus;2011;tulomuuttoja_osuus_asukkaista;0,028195962
607;tk_keskus;2012;tulomuuttoja_osuus_asukkaista;0,027449075
608;tk_keskus;2013;tulomuuttoja_osuus_asukkaista;0,026525571
609;tk_keskus;2014;tulomuuttoja_osuus_asukkaista;0,026506827
610;tk_keskus;2015;tulomuuttoja_osuus_asukkaista;0,027039799
611;ydinms;2006;tulomuuttoja_osuus_asukkaista;0,024167724
612;ydinms;2007;tulomuuttoja_osuus_asukkaista;0,025004311
613;ydinms;2008;tulomuuttoja_osuus_asukkaista;0,02388259
614;ydinms;2009;tulomuuttoja_osuus_asukkaista;0,022927075
615;ydinms;2010;tulomuuttoja_osuus_asukkaista;0,024252392
616;ydinms;2011;tulomuuttoja_osuus_asukkaista;0,025212594
617;ydinms;2012;tulomuuttoja_osuus_asukkaista;0,024485554
618;ydinms;2013;tulomuuttoja_osuus_asukkaista;0,023365485
619;ydinms;2014;tulomuuttoja_osuus_asukkaista;0,023355191
620;ydinms;2015;tulomuuttoja_osuus_asukkaista;0,023175443
621;yo-kaup;2006;tulomuuttoja_osuus_asukkaista;0,038672439
622;yo-kaup;2007;tulomuuttoja_osuus_asukkaista;0,039661265
623;yo-kaup;2008;tulomuuttoja_osuus_asukkaista;0,038913972
624;yo-kaup;2009;tulomuuttoja_osuus_asukkaista;0,036819725
625;yo-kaup;2010;tulomuuttoja_osuus_asukkaista;0,038973269
626;yo-kaup;2011;tulomuuttoja_osuus_asukkaista;0,040615825
627;yo-kaup;2012;tulomuuttoja_osuus_asukkaista;0,040273137
628;yo-kaup;2013;tulomuuttoja_osuus_asukkaista;0,039177133
629;yo-kaup;2014;tulomuuttoja_osuus_asukkaista;0,03899929
630;yo-kaup;2015;tulomuuttoja_osuus_asukkaista;0,040523001
631;kaup;2006;tyolliset;342841
632;kaup;2007;tyolliset;352080
633;kaup;2008;tyolliset;353878
634;kaup;2009;tyolliset;339757
635;kaup;2010;tyolliset;344716
636;kaup;2011;tyolliset;349405
637;kaup;2012;tyolliset;347583
638;kaup;2013;tyolliset;340772
639;kaup;2014;tyolliset;336361
640;kaup;2015;tyolliset;333732
641;kaupms;2006;tyolliset;230709
642;kaupms;2007;tyolliset;237021
643;kaupms;2008;tyolliset;237826
644;kaupms;2009;tyolliset;231122
645;kaupms;2010;tyolliset;235478
646;kaupms;2011;tyolliset;238772
647;kaupms;2012;tyolliset;238184
648;kaupms;2013;tyolliset;234239
649;kaupms;2014;tyolliset;231235
650;kaupms;2015;tyolliset;229202
651;ms;2006;tyolliset;118988
652;ms;2007;tyolliset;120552
653;ms;2008;tyolliset;118182
654;ms;2009;tyolliset;113465
655;ms;2010;tyolliset;115204
656;ms;2011;tyolliset;114233
657;ms;2012;tyolliset;111870
658;ms;2013;tyolliset;108204
659;ms;2014;tyolliset;105752
660;ms;2015;tyolliset;103260
661;pk;2006;tyolliset;492649
662;pk;2007;tyolliset;507226
663;pk;2008;tyolliset;516485
664;pk;2009;tyolliset;504550
665;pk;2010;tyolliset;509868
666;pk;2011;tyolliset;517427
667;pk;2012;tyolliset;519952
668;pk;2013;tyolliset;516915
669;pk;2014;tyolliset;514683
670;pk;2015;tyolliset;517581
671;tk_keskus;2006;tyolliset;381641
672;tk_keskus;2007;tyolliset;388759
673;tk_keskus;2008;tyolliset;386608
674;tk_keskus;2009;tyolliset;369040
675;tk_keskus;2010;tyolliset;374323
676;tk_keskus;2011;tyolliset;376996
677;tk_keskus;2012;tyolliset;370660
678;tk_keskus;2013;tyolliset;362230
679;tk_keskus;2014;tyolliset;355815
680;tk_keskus;2015;tyolliset;349640
681;ydinms;2006;tyolliset;281290
682;ydinms;2007;tyolliset;284887
683;ydinms;2008;tyolliset;281013
684;ydinms;2009;tyolliset;268448
685;ydinms;2010;tyolliset;272504
686;ydinms;2011;tyolliset;273356
687;ydinms;2012;tyolliset;267689
688;ydinms;2013;tyolliset;261189
689;ydinms;2014;tyolliset;255317
690;ydinms;2015;tyolliset;249515
691;yo-kaup;2006;tyolliset;458372
692;yo-kaup;2007;tyolliset;469447
693;yo-kaup;2008;tyolliset;472964
694;yo-kaup;2009;tyolliset;455620
695;yo-kaup;2010;tyolliset;465776
696;yo-kaup;2011;tyolliset;474427
697;yo-kaup;2012;tyolliset;473435
698;yo-kaup;2013;tyolliset;468204
699;yo-kaup;2014;tyolliset;465340
700;yo-kaup;2015;tyolliset;465122
701;kaup;2006;tyollisten_lahtomuuttoja;11653
702;kaup;2007;tyollisten_lahtomuuttoja;12598
703;kaup;2008;tyollisten_lahtomuuttoja;12129
704;kaup;2009;tyollisten_lahtomuuttoja;11684
705;kaup;2010;tyollisten_lahtomuuttoja;11843
706;kaup;2011;tyollisten_lahtomuuttoja;12794
707;kaup;2012;tyollisten_lahtomuuttoja;12990
708;kaup;2013;tyollisten_lahtomuuttoja;11905
709;kaup;2014;tyollisten_lahtomuuttoja;11472
710;kaup;2015;tyollisten_lahtomuuttoja;11788
711;kaupms;2006;tyollisten_lahtomuuttoja;8200
712;kaupms;2007;tyollisten_lahtomuuttoja;8957
713;kaupms;2008;tyollisten_lahtomuuttoja;9448
714;kaupms;2009;tyollisten_lahtomuuttoja;7798
715;kaupms;2010;tyollisten_lahtomuuttoja;8451
716;kaupms;2011;tyollisten_lahtomuuttoja;8977
717;kaupms;2012;tyollisten_lahtomuuttoja;9023
718;kaupms;2013;tyollisten_lahtomuuttoja;8143
719;kaupms;2014;tyollisten_lahtomuuttoja;8056
720;kaupms;2015;tyollisten_lahtomuuttoja;7992
721;ms;2006;tyollisten_lahtomuuttoja;3049
722;ms;2007;tyollisten_lahtomuuttoja;3290
723;ms;2008;tyollisten_lahtomuuttoja;3332
724;ms;2009;tyollisten_lahtomuuttoja;2738
725;ms;2010;tyollisten_lahtomuuttoja;2790
726;ms;2011;tyollisten_lahtomuuttoja;3184
727;ms;2012;tyollisten_lahtomuuttoja;3035
728;ms;2013;tyollisten_lahtomuuttoja;2751
729;ms;2014;tyollisten_lahtomuuttoja;2570
730;ms;2015;tyollisten_lahtomuuttoja;2561
731;pk;2006;tyollisten_lahtomuuttoja;11952
732;pk;2007;tyollisten_lahtomuuttoja;12878
733;pk;2008;tyollisten_lahtomuuttoja;11944
734;pk;2009;tyollisten_lahtomuuttoja;11181
735;pk;2010;tyollisten_lahtomuuttoja;11580
736;pk;2011;tyollisten_lahtomuuttoja;11666
737;pk;2012;tyollisten_lahtomuuttoja;11568
738;pk;2013;tyollisten_lahtomuuttoja;10602
739;pk;2014;tyollisten_lahtomuuttoja;10275
740;pk;2015;tyollisten_lahtomuuttoja;10291
741;tk_keskus;2006;tyollisten_lahtomuuttoja;9196
742;tk_keskus;2007;tyollisten_lahtomuuttoja;10117
743;tk_keskus;2008;tyollisten_lahtomuuttoja;9894
744;tk_keskus;2009;tyollisten_lahtomuuttoja;8754
745;tk_keskus;2010;tyollisten_lahtomuuttoja;8918
746;tk_keskus;2011;tyollisten_lahtomuuttoja;9650
747;tk_keskus;2012;tyollisten_lahtomuuttoja;9690
748;tk_keskus;2013;tyollisten_lahtomuuttoja;9016
749;tk_keskus;2014;tyollisten_lahtomuuttoja;8877
750;tk_keskus;2015;tyollisten_lahtomuuttoja;9233
751;ydinms;2006;tyollisten_lahtomuuttoja;6222
752;ydinms;2007;tyollisten_lahtomuuttoja;6833
753;ydinms;2008;tyollisten_lahtomuuttoja;6969
754;ydinms;2009;tyollisten_lahtomuuttoja;5949
755;ydinms;2010;tyollisten_lahtomuuttoja;5806
756;ydinms;2011;tyollisten_lahtomuuttoja;6570
757;ydinms;2012;tyollisten_lahtomuuttoja;6604
758;ydinms;2013;tyollisten_lahtomuuttoja;6001
759;ydinms;2014;tyollisten_lahtomuuttoja;5776
760;ydinms;2015;tyollisten_lahtomuuttoja;5945
761;yo-kaup;2006;tyollisten_lahtomuuttoja;16919
762;yo-kaup;2007;tyollisten_lahtomuuttoja;18020
763;yo-kaup;2008;tyollisten_lahtomuuttoja;17450
764;yo-kaup;2009;tyollisten_lahtomuuttoja;15927
765;yo-kaup;2010;tyollisten_lahtomuuttoja;16674
766;yo-kaup;2011;tyollisten_lahtomuuttoja;17968
767;yo-kaup;2012;tyollisten_lahtomuuttoja;17259
768;yo-kaup;2013;tyollisten_lahtomuuttoja;15982
769;yo-kaup;2014;tyollisten_lahtomuuttoja;15476
770;yo-kaup;2015;tyollisten_lahtomuuttoja;16106
771;kaup;2006;tyollisten_tulomuuttoja;14941
772;kaup;2007;tyollisten_tulomuuttoja;16131
773;kaup;2008;tyollisten_tulomuuttoja;14894
774;kaup;2009;tyollisten_tulomuuttoja;13686
775;kaup;2010;tyollisten_tulomuuttoja;14063
776;kaup;2011;tyollisten_tulomuuttoja;14174
777;kaup;2012;tyollisten_tulomuuttoja;14402
778;kaup;2013;tyollisten_tulomuuttoja;13015
779;kaup;2014;tyollisten_tulomuuttoja;12629
780;kaup;2015;tyollisten_tulomuuttoja;12760
781;kaupms;2006;tyollisten_tulomuuttoja;11754
782;kaupms;2007;tyollisten_tulomuuttoja;12235
783;kaupms;2008;tyollisten_tulomuuttoja;11187
784;kaupms;2009;tyollisten_tulomuuttoja;10623
785;kaupms;2010;tyollisten_tulomuuttoja;10642
786;kaupms;2011;tyollisten_tulomuuttoja;11241
787;kaupms;2012;tyollisten_tulomuuttoja;10953
788;kaupms;2013;tyollisten_tulomuuttoja;9658
789;kaupms;2014;tyollisten_tulomuuttoja;9116
790;kaupms;2015;tyollisten_tulomuuttoja;9212
791;ms;2006;tyollisten_tulomuuttoja;2638
792;ms;2007;tyollisten_tulomuuttoja;2787
793;ms;2008;tyollisten_tulomuuttoja;2786
794;ms;2009;tyollisten_tulomuuttoja;2536
795;ms;2010;tyollisten_tulomuuttoja;2710
796;ms;2011;tyollisten_tulomuuttoja;2850
797;ms;2012;tyollisten_tulomuuttoja;2706
798;ms;2013;tyollisten_tulomuuttoja;2521
799;ms;2014;tyollisten_tulomuuttoja;2367
800;ms;2015;tyollisten_tulomuuttoja;2363
801;pk;2006;tyollisten_tulomuuttoja;10182
802;pk;2007;tyollisten_tulomuuttoja;10927
803;pk;2008;tyollisten_tulomuuttoja;11866
804;pk;2009;tyollisten_tulomuuttoja;10517
805;pk;2010;tyollisten_tulomuuttoja;10520
806;pk;2011;tyollisten_tulomuuttoja;11651
807;pk;2012;tyollisten_tulomuuttoja;11984
808;pk;2013;tyollisten_tulomuuttoja;11202
809;pk;2014;tyollisten_tulomuuttoja;11233
810;pk;2015;tyollisten_tulomuuttoja;11949
811;tk_keskus;2006;tyollisten_tulomuuttoja;8227
812;tk_keskus;2007;tyollisten_tulomuuttoja;9231
813;tk_keskus;2008;tyollisten_tulomuuttoja;9159
814;tk_keskus;2009;tyollisten_tulomuuttoja;8034
815;tk_keskus;2010;tyollisten_tulomuuttoja;8236
816;tk_keskus;2011;tyollisten_tulomuuttoja;9244
817;tk_keskus;2012;tyollisten_tulomuuttoja;8697
818;tk_keskus;2013;tyollisten_tulomuuttoja;8101
819;tk_keskus;2014;tyollisten_tulomuuttoja;7789
820;tk_keskus;2015;tyollisten_tulomuuttoja;7779
821;ydinms;2006;tyollisten_tulomuuttoja;5944
822;ydinms;2007;tyollisten_tulomuuttoja;6579
823;ydinms;2008;tyollisten_tulomuuttoja;6298
824;ydinms;2009;tyollisten_tulomuuttoja;5617
825;ydinms;2010;tyollisten_tulomuuttoja;5938
826;ydinms;2011;tyollisten_tulomuuttoja;6361
827;ydinms;2012;tyollisten_tulomuuttoja;6054
828;ydinms;2013;tyollisten_tulomuuttoja;5574
829;ydinms;2014;tyollisten_tulomuuttoja;5315
830;ydinms;2015;tyollisten_tulomuuttoja;5222
831;yo-kaup;2006;tyollisten_tulomuuttoja;13505
832;yo-kaup;2007;tyollisten_tulomuuttoja;14803
833;yo-kaup;2008;tyollisten_tulomuuttoja;14976
834;yo-kaup;2009;tyollisten_tulomuuttoja;13018
835;yo-kaup;2010;tyollisten_tulomuuttoja;13953
836;yo-kaup;2011;tyollisten_tulomuuttoja;15288
837;yo-kaup;2012;tyollisten_tulomuuttoja;15373
838;yo-kaup;2013;tyollisten_tulomuuttoja;14329
839;yo-kaup;2014;tyollisten_tulomuuttoja;14053
840;yo-kaup;2015;tyollisten_tulomuuttoja;14631
841;kaup;2006;tyon_lahtomuuttoja;22154
842;kaup;2007;tyon_lahtomuuttoja;23929
843;kaup;2008;tyon_lahtomuuttoja;25380
844;kaup;2009;tyon_lahtomuuttoja;21714
845;kaup;2010;tyon_lahtomuuttoja;21948
846;kaup;2011;tyon_lahtomuuttoja;25235
847;kaup;2012;tyon_lahtomuuttoja;24174
848;kaup;2013;tyon_lahtomuuttoja;24476
849;kaup;2014;tyon_lahtomuuttoja;21846
850;kaup;2015;tyon_lahtomuuttoja;23550
851;kaupms;2006;tyon_lahtomuuttoja;14649
852;kaupms;2007;tyon_lahtomuuttoja;15940
853;kaupms;2008;tyon_lahtomuuttoja;15663
854;kaupms;2009;tyon_lahtomuuttoja;13645
855;kaupms;2010;tyon_lahtomuuttoja;13960
856;kaupms;2011;tyon_lahtomuuttoja;16485
857;kaupms;2012;tyon_lahtomuuttoja;14598
858;kaupms;2013;tyon_lahtomuuttoja;16225
859;kaupms;2014;tyon_lahtomuuttoja;13456
860;kaupms;2015;tyon_lahtomuuttoja;14855
861;ms;2006;tyon_lahtomuuttoja;5579
862;ms;2007;tyon_lahtomuuttoja;6234
863;ms;2008;tyon_lahtomuuttoja;5996
864;ms;2009;tyon_lahtomuuttoja;5351
865;ms;2010;tyon_lahtomuuttoja;5720
866;ms;2011;tyon_lahtomuuttoja;6229
867;ms;2012;tyon_lahtomuuttoja;5496
868;ms;2013;tyon_lahtomuuttoja;5653
869;ms;2014;tyon_lahtomuuttoja;4879
870;ms;2015;tyon_lahtomuuttoja;5380
871;pk;2006;tyon_lahtomuuttoja;23834
872;pk;2007;tyon_lahtomuuttoja;23825
873;pk;2008;tyon_lahtomuuttoja;24891
874;pk;2009;tyon_lahtomuuttoja;20453
875;pk;2010;tyon_lahtomuuttoja;20741
876;pk;2011;tyon_lahtomuuttoja;22977
877;pk;2012;tyon_lahtomuuttoja;21753
878;pk;2013;tyon_lahtomuuttoja;22597
879;pk;2014;tyon_lahtomuuttoja;20350
880;pk;2015;tyon_lahtomuuttoja;21735
881;tk_keskus;2006;tyon_lahtomuuttoja;19133
882;tk_keskus;2007;tyon_lahtomuuttoja;21494
883;tk_keskus;2008;tyon_lahtomuuttoja;20806
884;tk_keskus;2009;tyon_lahtomuuttoja;18501
885;tk_keskus;2010;tyon_lahtomuuttoja;19545
886;tk_keskus;2011;tyon_lahtomuuttoja;21303
887;tk_keskus;2012;tyon_lahtomuuttoja;20922
888;tk_keskus;2013;tyon_lahtomuuttoja;19808
889;tk_keskus;2014;tyon_lahtomuuttoja;18749
890;tk_keskus;2015;tyon_lahtomuuttoja;19169
891;ydinms;2006;tyon_lahtomuuttoja;12825
892;ydinms;2007;tyon_lahtomuuttoja;14070
893;ydinms;2008;tyon_lahtomuuttoja;14287
894;ydinms;2009;tyon_lahtomuuttoja;12792
895;ydinms;2010;tyon_lahtomuuttoja;13417
896;ydinms;2011;tyon_lahtomuuttoja;14693
897;ydinms;2012;tyon_lahtomuuttoja;13532
898;ydinms;2013;tyon_lahtomuuttoja;13911
899;ydinms;2014;tyon_lahtomuuttoja;12475
900;ydinms;2015;tyon_lahtomuuttoja;13039
901;yo-kaup;2006;tyon_lahtomuuttoja;26436
902;yo-kaup;2007;tyon_lahtomuuttoja;28914
903;yo-kaup;2008;tyon_lahtomuuttoja;29508
904;yo-kaup;2009;tyon_lahtomuuttoja;25637
905;yo-kaup;2010;tyon_lahtomuuttoja;28488
906;yo-kaup;2011;tyon_lahtomuuttoja;29515
907;yo-kaup;2012;tyon_lahtomuuttoja;27546
908;yo-kaup;2013;tyon_lahtomuuttoja;28586
909;yo-kaup;2014;tyon_lahtomuuttoja;26076
910;yo-kaup;2015;tyon_lahtomuuttoja;28187
911;kaup;2006;tyon_tulomuuttoja;23498
912;kaup;2007;tyon_tulomuuttoja;26026
913;kaup;2008;tyon_tulomuuttoja;25959
914;kaup;2009;tyon_tulomuuttoja;21784
915;kaup;2010;tyon_tulomuuttoja;23202
916;kaup;2011;tyon_tulomuuttoja;25457
917;kaup;2012;tyon_tulomuuttoja;24002
918;kaup;2013;tyon_tulomuuttoja;24397
919;kaup;2014;tyon_tulomuuttoja;20917
920;kaup;2015;tyon_tulomuuttoja;24222
